Date,Open,High,Low,Close,Adj Close,Volume
2020-03-06,56500.000000,57200.000000,56200.000000,56500.000000,51215.824219,18716656
2020-03-09,56500.000000,56500.000000,56500.000000,56500.000000,51215.824219,0
2020-03-10,53800.000000,54900.000000,53700.000000,54600.000000,49493.523438,32106554
2020-03-11,54300.000000,54400.000000,52000.000000,52100.000000,47227.339844,45707281
2020-03-12,52100.000000,52100.000000,52100.000000,52100.000000,47227.339844,0
2020-03-13,47450.000000,51600.000000,46850.000000,49950.000000,45278.417969,59462933
2020-03-16,50100.000000,50900.000000,48800.000000,48900.000000,44326.617188,33339821
2020-03-17,46900.000000,49650.000000,46700.000000,47300.000000,42876.261719,51218151
2020-03-18,47750.000000,48350.000000,45600.000000,45600.000000,41335.253906,40152623
2020-03-19,46400.000000,46650.000000,42300.000000,42950.000000,38933.097656,56925513
2020-03-20,44150.000000,45500.000000,43550.000000,45400.000000,41153.953125,49730008
2020-03-23,42600.000000,43550.000000,42400.000000,42500.000000,38525.179688,41701626
2020-03-24,43850.000000,46950.000000,43050.000000,46950.000000,42558.996094,49801908
2020-03-25,48950.000000,49600.000000,47150.000000,48650.000000,44100.000000,52735922
2020-03-26,49000.000000,49300.000000,47700.000000,47800.000000,43329.492188,42185129
2020-03-27,49600.000000,49700.000000,46850.000000,48300.000000,43782.730469,39896178
2020-03-30,47050.000000,48350.000000,46550.000000,47850.000000,43695.062500,26797395
2020-03-31,48000.000000,48500.000000,47150.000000,47750.000000,43603.750000,30654261
2020-04-01,47450.000000,47900.000000,45800.000000,45800.000000,41823.078125,27259532
2020-04-02,46200.000000,46850.000000,45350.000000,46800.000000,42736.242188,21621076
2020-04-03,47400.000000,47600.000000,46550.000000,47000.000000,42918.875000,22784682
2020-04-06,47500.000000,48800.000000,47250.000000,48700.000000,44471.261719,23395726
2020-04-07,49650.000000,50200.000000,49000.000000,49600.000000,45293.117188,31524034
2020-04-08,49600.000000,49750.000000,48600.000000,48600.000000,44379.945313,25010314
2020-04-09,49750.000000,49800.000000,48700.000000,49100.000000,44836.527344,22628058
2020-04-10,48950.000000,49250.000000,48650.000000,49250.000000,44973.503906,17839111
2020-04-13,48650.000000,48900.000000,48300.000000,48300.000000,44105.996094,14431800
2020-04-14,48800.000000,49200.000000,48300.000000,49000.000000,44745.210938,14206216
2020-04-16,49350.000000,49350.000000,48550.000000,49000.000000,44745.210938,23349760
2020-04-17,50800.000000,52000.000000,50300.000000,51400.000000,46936.816406,32041675
2020-04-20,51400.000000,51400.000000,50000.000000,50100.000000,45749.695313,21866354
2020-04-21,49400.000000,49700.000000,48700.000000,49250.000000,44973.503906,27407543
2020-04-22,48700.000000,50000.000000,48350.000000,49850.000000,45521.398438,18613864
2020-04-23,50200.000000,50300.000000,49500.000000,49850.000000,45521.398438,18754442
2020-04-24,49650.000000,49750.000000,49000.000000,49350.000000,45064.812500,15618347
2020-04-27,49350.000000,50000.000000,49100.000000,49850.000000,45521.398438,14049471
2020-04-28,49850.000000,50100.000000,49300.000000,50100.000000,45749.695313,16095399
2020-04-29,49900.000000,50500.000000,49600.000000,50000.000000,45658.375000,15604533
2020-05-04,48900.000000,49100.000000,48500.000000,48500.000000,44288.625000,26083749
2020-05-06,49000.000000,49200.000000,48500.000000,49200.000000,44927.843750,18070225
2020-05-07,49200.000000,49300.000000,48700.000000,48800.000000,44562.578125,13884411
2020-05-08,49100.000000,49350.000000,48800.000000,48800.000000,44562.578125,15319700
2020-05-11,48900.000000,49250.000000,48300.000000,48400.000000,44197.312500,16357743
2020-05-12,48400.000000,48500.000000,47550.000000,47900.000000,43740.738281,23433590
2020-05-13,47250.000000,48550.000000,47200.000000,48550.000000,44334.285156,20223277
2020-05-14,47750.000000,48100.000000,47650.000000,48000.000000,43832.050781,19305974
2020-05-15,48400.000000,48450.000000,47700.000000,47850.000000,43695.062500,18463118
2020-05-18,47950.000000,49100.000000,47600.000000,48800.000000,44562.578125,20481981
2020-05-19,50100.000000,50500.000000,49700.000000,50300.000000,45932.328125,25168295
2020-05-20,50000.000000,50200.000000,49800.000000,50000.000000,45658.375000,14896899
2020-05-21,50300.000000,50400.000000,49850.000000,49950.000000,45612.718750,14949266
2020-05-22,49600.000000,49800.000000,48600.000000,48750.000000,44516.917969,19706284
2020-05-25,48750.000000,48900.000000,48450.000000,48850.000000,44608.238281,14337913
2020-05-26,48700.000000,49450.000000,48600.000000,49250.000000,44973.503906,15127490
2020-05-27,48950.000000,50000.000000,48800.000000,49900.000000,45567.062500,19548479
2020-05-28,51100.000000,51200.000000,49900.000000,50400.000000,46023.640625,31309318
2020-05-29,50000.000000,50700.000000,49700.000000,50700.000000,46297.597656,27596961
2020-06-01,50800.000000,51200.000000,50600.000000,51200.000000,46754.179688,16949183
2020-06-02,51000.000000,51500.000000,50800.000000,51400.000000,46936.816406,14247933
2020-06-03,51800.000000,55000.000000,51700.000000,54500.000000,49767.632813,49257814
2020-06-04,55800.000000,57000.000000,54600.000000,54600.000000,49858.949219,40220334
2020-06-05,54400.000000,55900.000000,54000.000000,55500.000000,50680.812500,22743629
2020-06-08,56400.000000,56500.000000,54700.000000,54900.000000,50132.898438,25634965
2020-06-09,55800.000000,56500.000000,54400.000000,55500.000000,50680.812500,23998831
2020-06-10,55100.000000,55900.000000,54900.000000,55400.000000,50589.484375,16742493
2020-06-11,54500.000000,55100.000000,53200.000000,54300.000000,49585.003906,33815123
2020-06-12,52100.000000,52800.000000,51500.000000,52300.000000,47758.667969,26976019
2020-06-15,51400.000000,52000.000000,49900.000000,49900.000000,45567.062500,28772921
2020-06-16,51200.000000,52100.000000,50600.000000,52100.000000,47576.035156,21808375
2020-06-17,52100.000000,52900.000000,51300.000000,52200.000000,47667.343750,26672595
2020-06-18,52200.000000,52300.000000,51600.000000,52300.000000,47758.667969,15982926
2020-06-19,52600.000000,52900.000000,51600.000000,52900.000000,48306.562500,18157985
2020-06-22,52000.000000,52600.000000,51800.000000,52000.000000,47484.714844,13801350
2020-06-23,52500.000000,52800.000000,51100.000000,51400.000000,46936.816406,18086152
2020-06-24,51900.000000,53900.000000,51600.000000,52900.000000,48306.562500,24519552
2020-06-25,52100.000000,53000.000000,51900.000000,51900.000000,47393.402344,18541624
2020-06-26,52800.000000,53900.000000,52200.000000,53300.000000,48671.835938,21575360
2020-06-29,52500.000000,53200.000000,52000.000000,52400.000000,48169.914063,17776925
2020-06-30,53900.000000,53900.000000,52800.000000,52800.000000,48537.609375,21157172
2020-07-01,53400.000000,53600.000000,52400.000000,52600.000000,48353.765625,16706143
2020-07-02,52100.000000,52900.000000,52100.000000,52900.000000,48629.546875,14142583
2020-07-03,53000.000000,53600.000000,52700.000000,53600.000000,49273.042969,11887868
2020-07-06,54000.000000,55000.000000,53800.000000,55000.000000,50560.011719,19856623
2020-07-07,55800.000000,55900.000000,53400.000000,53400.000000,49089.179688,30760032
2020-07-08,53600.000000,53900.000000,52900.000000,53000.000000,48721.476563,19664652
2020-07-09,53200.000000,53600.000000,52800.000000,52800.000000,48537.609375,17054850
2020-07-10,53100.000000,53200.000000,52300.000000,52700.000000,48445.687500,13714746
2020-07-13,53300.000000,53800.000000,53100.000000,53400.000000,49089.179688,12240188
2020-07-14,53700.000000,53800.000000,53200.000000,53800.000000,49456.882813,14269484
2020-07-15,54400.000000,55000.000000,54300.000000,54700.000000,50284.234375,24051450
2020-07-16,54800.000000,54800.000000,53800.000000,53800.000000,49456.882813,16779127
2020-07-17,54200.000000,54700.000000,54100.000000,54400.000000,50008.449219,10096174
2020-07-20,54800.000000,54800.000000,54000.000000,54200.000000,49824.601563,10507530
2020-07-21,55200.000000,55400.000000,54800.000000,55300.000000,50835.800781,18297260
2020-07-22,55300.000000,55500.000000,54700.000000,54700.000000,50284.234375,12885057
2020-07-23,54700.000000,54700.000000,53800.000000,54100.000000,49732.667969,16214932
2020-07-24,54000.000000,54400.000000,53700.000000,54200.000000,49824.601563,10994535
2020-07-27,54300.000000,55700.000000,54300.000000,55600.000000,51111.578125,21054421
2020-07-28,57000.000000,58800.000000,56400.000000,58600.000000,53869.398438,48431566
2020-07-29,60300.000000,60400.000000,58600.000000,59000.000000,54237.105469,36476611
2020-07-30,59700.000000,60100.000000,59000.000000,59000.000000,54237.105469,19285354
2020-07-31,59500.000000,59600.000000,57700.000000,57900.000000,53225.906250,21943345
2020-08-03,57800.000000,57900.000000,56700.000000,56800.000000,52214.703125,21158940
2020-08-04,57200.000000,58100.000000,57000.000000,57300.000000,52674.355469,19419694
2020-08-05,57300.000000,57500.000000,56300.000000,56900.000000,52306.636719,17739706
2020-08-06,57100.000000,58400.000000,57100.000000,58000.000000,53317.835938,21625874
2020-08-07,57900.000000,58400.000000,57100.000000,57500.000000,52858.207031,18751717
2020-08-10,57600.000000,58300.000000,57500.000000,57800.000000,53133.976563,17774291
2020-08-11,58000.000000,59500.000000,57800.000000,58200.000000,53501.695313,24907912
2020-08-12,58200.000000,59000.000000,57700.000000,59000.000000,54237.105469,18573934
2020-08-13,59400.000000,59600.000000,58000.000000,58700.000000,53961.328125,22089460
2020-08-14,58000.000000,58400.000000,57700.000000,58000.000000,53317.835938,15672548
2020-08-18,58900.000000,59900.000000,58000.000000,58400.000000,53685.542969,25307825
2020-08-19,59000.000000,59200.000000,57800.000000,57800.000000,53133.976563,16930719
2020-08-20,57600.000000,57600.000000,55300.000000,55400.000000,50927.722656,30386029
2020-08-21,56200.000000,56900.000000,55800.000000,55900.000000,51387.359375,21142288
2020-08-24,55800.000000,56600.000000,55400.000000,56100.000000,51571.214844,15055896
2020-08-25,56400.000000,56800.000000,56100.000000,56400.000000,51846.996094,14021705
2020-08-26,56400.000000,56500.000000,55700.000000,56400.000000,51846.996094,17651593
2020-08-27,56300.000000,56300.000000,55600.000000,55600.000000,51111.578125,16196568
2020-08-28,56100.000000,56300.000000,55400.000000,55400.000000,50927.722656,14619888
2020-08-31,56000.000000,56100.000000,54000.000000,54000.000000,49640.738281,32671367
2020-09-01,54100.000000,54800.000000,54100.000000,54200.000000,49824.601563,19363117
2020-09-02,54600.000000,55100.000000,54100.000000,54400.000000,50008.449219,16905723
2020-09-03,55600.000000,56700.000000,55500.000000,56400.000000,51846.996094,28384920
2020-09-04,55200.000000,55800.000000,55100.000000,55600.000000,51111.578125,22139109
2020-09-07,56100.000000,57300.000000,55800.000000,56500.000000,51938.929688,18685880
2020-09-08,57400.000000,58700.000000,57200.000000,58700.000000,53961.328125,31517520
2020-09-09,58200.000000,59300.000000,57800.000000,58400.000000,53685.542969,30597399
2020-09-10,59900.000000,60000.000000,59100.000000,59200.000000,54420.964844,29923293
2020-09-11,59300.000000,59400.000000,58200.000000,59000.000000,54237.105469,16017098
2020-09-14,60200.000000,60800.000000,59900.000000,60400.000000,55524.085938,20648281
2020-09-15,60900.000000,61000.000000,60500.000000,61000.000000,56075.648438,17877075
2020-09-16,61100.000000,61300.000000,60600.000000,61000.000000,56075.648438,17041444
2020-09-17,60700.000000,60800.000000,59300.000000,59500.000000,54696.746094,25108356
2020-09-18,59800.000000,59900.000000,59100.000000,59300.000000,54512.890625,18884571
2020-09-21,59100.000000,60000.000000,59000.000000,59200.000000,54420.964844,15140387
2020-09-22,59100.000000,59700.000000,57800.000000,58200.000000,53501.695313,20830381
2020-09-23,58400.000000,58800.000000,57400.000000,58600.000000,53869.398438,20111398
2020-09-24,57700.000000,58600.000000,57600.000000,57800.000000,53133.976563,17564020
2020-09-25,57700.000000,58200.000000,57700.000000,57900.000000,53225.906250,11444683
2020-09-28,58300.000000,58800.000000,57900.000000,58200.000000,53830.824219,12614080
2020-09-29,58300.000000,59000.000000,58200.000000,58200.000000,53830.824219,15503563
2020-10-05,57500.000000,59200.000000,57500.000000,58700.000000,54293.277344,20228289
2020-10-06,59400.000000,59900.000000,58700.000000,59000.000000,54570.753906,14463826
2020-10-07,58700.000000,59900.000000,58500.000000,59900.000000,55403.199219,14861838
2020-10-08,60500.000000,60700.000000,59500.000000,59700.000000,55218.199219,24589924
2020-10-12,60000.000000,60400.000000,59900.000000,60400.000000,55865.648438,16145837
2020-10-13,61000.000000,61400.000000,60400.000000,60900.000000,56328.117188,19247631
2020-10-14,61000.000000,61100.000000,60500.000000,60900.000000,56328.117188,16086716
2020-10-15,60700.000000,60800.000000,59700.000000,60000.000000,55495.687500,17756232
2020-10-16,60000.000000,60400.000000,59000.000000,59500.000000,55033.222656,16554190
2020-10-19,59600.000000,60200.000000,59500.000000,60000.000000,55495.687500,14474985
2020-10-20,60300.000000,60900.000000,60100.000000,60900.000000,56328.117188,19326115
2020-10-21,61200.000000,61500.000000,60600.000000,60900.000000,56328.117188,15703443
2020-10-22,60300.000000,60500.000000,59800.000000,60100.000000,55588.179688,14294095
2020-10-23,60400.000000,60400.000000,59800.000000,60200.000000,55680.667969,9322232
2020-10-26,60400.000000,61100.000000,60100.000000,60400.000000,55865.648438,13268226
2020-10-27,60300.000000,60300.000000,59500.000000,59800.000000,55310.703125,17260416
2020-10-28,59400.000000,59400.000000,58800.000000,59000.000000,54570.753906,14428882
2020-10-29,58200.000000,58500.000000,57500.000000,58100.000000,53738.320313,22636966
2020-10-30,58000.000000,58000.000000,56600.000000,56600.000000,52350.929688,26907844
2020-11-02,56400.000000,57500.000000,56000.000000,57400.000000,53090.875000,20489076
2020-11-03,57900.000000,58900.000000,57600.000000,58800.000000,54385.777344,14950919
2020-11-04,58900.000000,59000.000000,57800.000000,58500.000000,54108.292969,21718561
2020-11-05,59000.000000,60300.000000,58800.000000,60300.000000,55773.164063,20639475
2020-11-06,60700.000000,60800.000000,59600.000000,60100.000000,55588.179688,16910230
2020-11-09,60700.000000,60900.000000,60100.000000,60200.000000,55680.667969,15892961
2020-11-10,60500.000000,60500.000000,59500.000000,60200.000000,55680.667969,19073552
2020-11-11,60700.000000,61400.000000,60400.000000,61300.000000,56698.089844,25628510
2020-11-12,61000.000000,61400.000000,60700.000000,61000.000000,56420.613281,19800573
2020-11-13,61300.000000,63200.000000,61000.000000,63200.000000,58455.453125,31508829
2020-11-16,64000.000000,66700.000000,63900.000000,66300.000000,61322.726563,36354334
2020-11-17,67000.000000,67000.000000,65600.000000,65700.000000,60767.777344,30204089
2020-11-18,65700.000000,66200.000000,64700.000000,64800.000000,59935.347656,22963790
2020-11-19,64100.000000,64800.000000,63900.000000,64600.000000,59750.351563,16590290
2020-11-20,63900.000000,65200.000000,63900.000000,64700.000000,59842.847656,15068682
2020-11-23,64800.000000,67800.000000,64700.000000,67500.000000,62432.640625,27134398
2020-11-24,67900.000000,69500.000000,67000.000000,67700.000000,62617.632813,32158235
2020-11-25,67900.000000,68300.000000,66500.000000,66600.000000,61600.210938,32447065
2020-11-26,66100.000000,68000.000000,66000.000000,68000.000000,62895.101563,19023323
2020-11-27,68000.000000,68400.000000,67600.000000,68200.000000,63080.089844,14063434
2020-11-30,68400.000000,68600.000000,66700.000000,66700.000000,61692.707031,43811016
2020-12-01,67100.000000,68300.000000,67100.000000,67800.000000,62710.125000,22327173
2020-12-02,68400.000000,69900.000000,68300.000000,69500.000000,64282.503906,29703942
2020-12-03,70100.000000,70500.000000,69300.000000,69700.000000,64467.492188,23677989
2020-12-04,70400.000000,72100.000000,70100.000000,71500.000000,66132.359375,28130533
2020-12-07,72400.000000,73500.000000,71900.000000,72900.000000,67427.265625,28490496
2020-12-08,72200.000000,72900.000000,71600.000000,71700.000000,66317.351563,25000338
2020-12-09,72100.000000,73900.000000,72000.000000,73900.000000,68352.179688,24077996
2020-12-10,72700.000000,73800.000000,72500.000000,72900.000000,67427.265625,39882928
2020-12-11,73500.000000,73800.000000,73100.000000,73400.000000,67889.726563,18486672
2020-12-14,73600.000000,74500.000000,73200.000000,73800.000000,68259.695313,21510415
2020-12-15,73800.000000,74100.000000,73300.000000,73800.000000,68259.695313,20863671
2020-12-16,74100.000000,74500.000000,73400.000000,73800.000000,68259.695313,17512081
2020-12-17,73400.000000,73700.000000,72600.000000,73300.000000,67797.218750,24293214
2020-12-18,73300.000000,73700.000000,73000.000000,73000.000000,67519.750000,17613029
2020-12-21,73100.000000,73400.000000,72000.000000,73000.000000,67519.750000,20367355
2020-12-22,72500.000000,73200.000000,72100.000000,72300.000000,66872.296875,16304910
2020-12-23,72400.000000,74000.000000,72300.000000,73900.000000,68352.179688,19411326
2020-12-24,74100.000000,78800.000000,74000.000000,77800.000000,71959.414063,32502870
2020-12-28,79000.000000,80100.000000,78200.000000,78700.000000,72791.835938,40085044
2020-12-29,78800.000000,78900.000000,77300.000000,78300.000000,74244.492188,30339449
2020-12-30,77400.000000,81300.000000,77300.000000,81000.000000,76804.656250,29417421
2021-01-04,81000.000000,84400.000000,80200.000000,83000.000000,78701.062500,38655276
2021-01-05,81600.000000,83900.000000,81600.000000,83900.000000,79554.453125,35335669
2021-01-06,83300.000000,84500.000000,82100.000000,82200.000000,77942.500000,42089013
2021-01-07,82800.000000,84200.000000,82700.000000,82900.000000,78606.242188,32644642
2021-01-08,83300.000000,90000.000000,83000.000000,88800.000000,84200.648438,59013307
2021-01-11,90000.000000,96800.000000,89500.000000,91000.000000,86286.703125,90306177
2021-01-12,90300.000000,91400.000000,87800.000000,90600.000000,85907.429688,48682416
2021-01-13,89800.000000,91200.000000,89100.000000,89700.000000,85054.031250,36068848
2021-01-14,88700.000000,90000.000000,88700.000000,89700.000000,85054.031250,26393970
2021-01-15,89800.000000,91800.000000,88000.000000,88000.000000,83442.078125,33431809
2021-01-18,86600.000000,87300.000000,84100.000000,85000.000000,80597.468750,43227951
2021-01-19,84500.000000,88000.000000,83600.000000,87000.000000,82493.882813,39895044
2021-01-20,89000.000000,89000.000000,86500.000000,87200.000000,82683.523438,25211127
2021-01-21,87500.000000,88600.000000,86500.000000,88100.000000,83536.921875,25318011
2021-01-22,89000.000000,89700.000000,86800.000000,86800.000000,82304.234375,30861661
2021-01-25,87000.000000,89900.000000,86300.000000,89400.000000,84769.570313,27258534
2021-01-26,88800.000000,89200.000000,86500.000000,86700.000000,82209.429688,33178936
2021-01-27,86600.000000,87700.000000,85600.000000,85600.000000,81166.382813,26423070
2021-01-28,83200.000000,85600.000000,83200.000000,83700.000000,79364.796875,31859808
2021-01-29,84500.000000,85000.000000,82000.000000,82000.000000,77752.851563,39615978
2021-02-01,81700.000000,83400.000000,81000.000000,83000.000000,78701.062500,28046832
2021-02-02,84100.000000,86400.000000,83700.000000,84400.000000,80028.546875,26302077
2021-02-03,84800.000000,85400.000000,83400.000000,84600.000000,80218.187500,22112205
2021-02-04,83500.000000,83800.000000,82100.000000,82500.000000,78226.953125,24171688
2021-02-05,83100.000000,84000.000000,82500.000000,83500.000000,79175.156250,18036835
2021-02-08,83800.000000,84200.000000,83000.000000,83000.000000,78701.062500,15338765
2021-02-09,84000.000000,84800.000000,82700.000000,82700.000000,78416.601563,20898332
2021-02-10,82600.000000,82600.000000,81600.000000,81600.000000,77373.570313,23025766
2021-02-15,83800.000000,84500.000000,83300.000000,84200.000000,79838.906250,23529706
2021-02-16,84500.000000,86000.000000,84200.000000,84900.000000,80502.648438,20483100
2021-02-17,83900.000000,84200.000000,83000.000000,83200.000000,78890.695313,18307735
2021-02-18,83200.000000,83600.000000,82100.000000,82100.000000,77847.671875,21327683
2021-02-19,82300.000000,82800.000000,81000.000000,82600.000000,78321.773438,25880879
2021-02-22,83800.000000,84200.000000,82200.000000,82200.000000,77942.500000,25419886
2021-02-23,81200.000000,82900.000000,81100.000000,82000.000000,77752.851563,20587314
2021-02-24,81800.000000,83600.000000,81300.000000,82000.000000,77752.851563,26807651
2021-02-25,84000.000000,85400.000000,83000.000000,85300.000000,80881.945313,34155986
2021-02-26,82800.000000,83400.000000,82000.000000,82500.000000,78226.953125,38520800
2021-03-02,85100.000000,85300.000000,83000.000000,83600.000000,79269.976563,33498180
2021-03-03,83500.000000,84000.000000,82800.000000,84000.000000,79649.257813,19882132
2021-03-04,82600.000000,83200.000000,82200.000000,82400.000000,78132.140625,24348331
2021-03-05,81100.000000,82600.000000,81100.000000,82100.000000,77847.671875,20508971
2021-03-08,82900.000000,83000.000000,81600.000000,82000.000000,77752.851563,17641256
2021-03-09,81400.000000,81900.000000,80600.000000,81400.000000,77183.914063,25420764
2021-03-10,82400.000000,82500.000000,80700.000000,80900.000000,76709.820313,20038422
2021-03-11,81000.000000,82500.000000,81000.000000,82000.000000,77752.851563,23818297
2021-03-12,83100.000000,83500.000000,82400.000000,82800.000000,78511.414063,13530573
2021-03-15,82800.000000,82900.000000,81800.000000,81800.000000,77563.195313,13735798
2021-03-16,82200.000000,83000.000000,82100.000000,82800.000000,78511.414063,12293537
2021-03-17,82800.000000,82900.000000,82000.000000,82300.000000,78037.304688,11625146
2021-03-18,82800.000000,83800.000000,82600.000000,82900.000000,78606.242188,18585244
2021-03-19,82100.000000,82500.000000,81800.000000,81900.000000,77658.039063,15869700
2021-03-22,82000.000000,82300.000000,81700.000000,82000.000000,77752.851563,12670506
2021-03-23,82600.000000,82900.000000,81800.000000,81800.000000,77563.195313,13299907
2021-03-24,81000.000000,81600.000000,80700.000000,81000.000000,76804.656250,17926638
2021-03-25,81000.000000,82100.000000,80800.000000,81200.000000,76994.296875,14758826
2021-03-26,81400.000000,81600.000000,81000.000000,81500.000000,77278.750000,12845778
2021-03-29,81700.000000,81700.000000,81000.000000,81600.000000,77373.570313,14952134
2021-03-30,81600.000000,82300.000000,81300.000000,82200.000000,78288.843750,13121698
2021-03-31,82400.000000,82700.000000,81400.000000,81400.000000,77526.898438,17240518
2021-04-01,82500.000000,83000.000000,82000.000000,82900.000000,78955.546875,18676461
2021-04-02,84000.000000,85200.000000,83900.000000,84800.000000,80765.140625,22997538
2021-04-05,85800.000000,86000.000000,84800.000000,85400.000000,81336.585938,16255990
2021-04-06,86200.000000,86200.000000,85100.000000,86000.000000,81908.046875,19042023
2021-04-07,86100.000000,86200.000000,85400.000000,85600.000000,81527.070313,17885538
2021-04-08,85700.000000,85700.000000,84100.000000,84700.000000,80669.882813,19244259
2021-04-09,84700.000000,84900.000000,83400.000000,83600.000000,79622.234375,18193707
2021-04-12,84100.000000,84100.000000,83100.000000,83200.000000,79241.257813,12915282
2021-04-13,83000.000000,84500.000000,82800.000000,84000.000000,80003.195313,15238206
2021-04-14,84000.000000,84300.000000,83400.000000,84000.000000,80003.195313,13794652
2021-04-15,83700.000000,84500.000000,83400.000000,84100.000000,80098.453125,16377412
2021-04-16,84700.000000,84700.000000,83600.000000,83900.000000,79907.960938,15429522
2021-04-19,83800.000000,84000.000000,83300.000000,83300.000000,79336.507813,15287311
2021-04-20,83300.000000,84000.000000,83100.000000,83900.000000,79907.960938,15521965
2021-04-21,83300.000000,83500.000000,82500.000000,82600.000000,78669.804688,21636079
2021-04-22,82900.000000,83000.000000,82400.000000,82400.000000,78479.335938,13934746
2021-04-23,81900.000000,82900.000000,81600.000000,82800.000000,78860.296875,17805080
2021-04-26,82900.000000,83500.000000,82600.000000,83500.000000,79526.984375,15489938
2021-04-27,83200.000000,83300.000000,82500.000000,82900.000000,78955.546875,12941533
2021-04-28,83200.000000,83200.000000,82100.000000,82100.000000,78193.601563,15596759
2021-04-29,82400.000000,82500.000000,81500.000000,81700.000000,77812.640625,20000973
2021-04-30,81900.000000,82100.000000,81500.000000,81500.000000,77622.148438,18673197
2021-05-03,81000.000000,82400.000000,81000.000000,81700.000000,77812.640625,15710336
2021-05-04,81900.000000,82600.000000,81800.000000,82600.000000,78669.804688,12532550
2021-05-06,81700.000000,82300.000000,81700.000000,82300.000000,78384.078125,17047511
2021-05-07,81800.000000,82100.000000,81500.000000,81900.000000,78003.109375,14154882
2021-05-10,82300.000000,83500.000000,81800.000000,83200.000000,79241.257813,19385027
2021-05-11,82500.000000,82600.000000,81100.000000,81200.000000,77336.429688,28996680
2021-05-12,80800.000000,81200.000000,79800.000000,80000.000000,76193.531250,35812268
2021-05-13,78900.000000,79600.000000,78400.000000,78500.000000,74764.890625,31490096
2021-05-14,79000.000000,80300.000000,78900.000000,80100.000000,76288.757813,16450920
2021-05-17,80800.000000,80900.000000,79200.000000,79600.000000,75812.554688,17740855
